u,170,862
u,767,861
u,1426,1729
u,706,1095
u,45,986
u,1568,2371
u,2321,357
u,1899,521
u,1380,2390
u,1679,1249
u,1282,1369
u,171,1786
u,610,1065
u,1161,1225
u,285,105
u,1096,720
u,1091,1572
u,68,836
u,1696,1468
u,1087,2141
u,515,2409
u,127,723
u,740,1407
u,2091,987
u,166,464
u,968,768
u,1109,1893
u,368,1065
u,144,1891
u,2288,1320
u,1949,978
u,1380,1132
u,1704,338
u,1972,1080
u,1001,1788
u,2309,1918
u,260,502
u,408,2170
u,731,417
u,880,1192
u,1329,2110
u,535,1820
u,325,634
u,215,2385
u,2060,697
u,458,1218
u,1206,285
u,248,786
u,1904,1389
u,87,1592
u,876,1395
u,1807,1529
u,1084,896
u,1620,92
u,444,1996
u,943,194
u,2266,2308
u,2170,470
u,572,1663
u,1212,608
u,137,1058
u,11,1910
u,2372,1218
u,1241,2038
u,60,438
u,729,176
u,892,2406
u,578,391
u,760,1826
u,1476,894
u,1466,475
u,262,1256
u,1253,1142
u,826,724
u,2117,1384
u,494,2099
u,1020,1263
u,333,324
u,930,2248
u,798,2022
u,213,1530
u,439,1540
u,665,827
u,1704,1745
u,1578,1102
u,1643,710
u,2177,662
u,1211,1757
u,2024,2265
u,531,622
u,268,1657
u,693,2322
u,1079,2293
u,1868,2206
k,607,1821
k,607,607
k,1214,1214
k,1821,1821
k,1821,607
