u,1064,611
u,595,1389
u,440,2324
u,2110,491
u,1699,2336
u,902,1406
u,1185,266
u,2423,2055
u,185,1063
u,1043,2351
u,162,1244
u,1648,1869
u,1545,1487
u,1341,1718
u,833,1638
u,1226,1258
u,911,2131
u,258,2209
u,462,135
u,268,1444
u,1053,796
u,1184,40
u,2384,1769
u,994,1292
u,1240,1518
u,1935,2385
u,11,2343
u,361,2196
u,17,501
u,666,745
u,986,1940
u,439,2033
u,1537,2006
u,1852,904
u,1611,2074
u,20,1091
u,1540,1739
u,795,746
u,1753,309
u,700,1335
u,1714,854
u,2184,651
u,2019,809
u,1719,1634
u,359,1094
u,1661,1348
u,1990,1859
u,1280,744
u,2023,297
u,1172,772
u,575,117
u,1469,1071
u,241,775
u,597,2109
u,1045,1106
u,2388,822
u,31,2225
u,1259,895
u,1267,371
u,1630,1088
u,2196,1884
u,415,429
u,1790,1086
u,1634,100
u,980,415
u,1969,1466
u,500,1556
u,1528,485
u,1863,381
u,834,1154
u,2008,674
u,2123,1115
u,1865,1921
u,541,1831
u,966,644
u,907,1003
u,536,2408
u,322,1692
u,401,554
u,326,704
u,183,20
u,2147,2179
u,1817,208
u,1807,2092
u,292,1559
u,718,2021
u,1766,724
u,1760,1815
u,1986,156
u,1234,1046
u,2419,596
u,2279,720
u,741,1595
u,77,1426
u,292,1897
u,479,36
u,2150,963
u,471,1417
u,977,1719
u,763,179
u,363,291
u,98,600
u,1567,864
u,1774,2191
u,2415,1876
u,2351,2285
u,2021,2132
u,472,673
u,2125,1277
u,1241,1910
u,2246,328
u,65,1200
u,2155,863
u,1509,370
u,2087,2397
u,2055,1032
u,279,214
u,1582,2325
u,1518,1840
u,1014,101
u,2381,1046
u,2236,2376
u,615,364
u,2224,1154
u,847,543
u,850,1945
u,1426,2324
u,1450,1186
u,471,1076
u,1086,1404
u,1860,532
u,2198,152
u,717,88
u,831,1797
u,547,479
u,1093,222
u,1390,610
u,1424,160
u,1960,948
u,1507,66
u,1692,584
u,1921,1585
u,966,291
u,1350,1522
u,1438,1644
u,868,1528
u,570,1029
u,2012,1998
u,2418,1399
u,831,914
u,2320,201
u,2253,2033
u,986,1840
u,115,814
u,1381,865
u,989,896
u,943,1112
u,281,910
u,1305,1382
u,2350,1648
u,222,2099
u,1477,2120
u,2010,1680
u,2349,426
u,1432,1441
u,195,562
u,23,50
u,1223,1660
u,2408,286
k,607,1821
k,607,607
k,1214,1214
k,1821,1821
k,1821,607
