u,1142,1122
u,1167,996
u,698,1155
u,2179,1030
u,213,1052
u,528,1747
u,402,1787
u,1904,2396
u,2378,82
u,1397,1805
u,2044,130
u,1568,1287
u,383,1511
u,1159,496
u,856,1935
u,1940,2153
u,2261,2059
u,1662,403
u,167,559
u,732,2366
u,2288,1332
u,1039,2200
u,645,2053
u,811,1783
u,1087,1666
u,1529,2082
u,1876,978
u,1025,196
u,746,1992
u,1408,1019
u,2371,255
u,1753,181
u,184,2127
u,2291,1561
u,937,21
u,2219,1746
u,1661,2370
u,248,1226
u,1528,1395
u,226,1354
u,1996,789
u,464,1134
u,1603,1779
u,564,2133
u,759,1005
u,2354,1482
u,1760,908
u,945,985
u,448,362
u,1990,1733
u,2044,685
u,1466,1584
u,61,2067
u,271,650
u,1372,1677
u,1583,1525
u,616,2316
u,1282,1039
u,192,887
u,2410,912
u,2058,2254
u,1141,1252
u,830,121
u,518,2421
u,685,313
u,550,814
u,1337,1239
u,749,1316
u,1686,606
u,460,176
u,856,1308
u,313,532
u,14,2313
u,154,5
u,1414,1907
u,1880,1868
u,420,1991
u,1305,2247
u,817,2173
u,69,592
u,1475,1218
u,690,1833
u,1529,863
u,614,401
u,287,2166
u,1827,449
u,137,1895
u,716,622
u,1247,676
u,1950,1459
u,1884,257
u,322,958
u,1579,82
u,1978,2024
u,379,799
u,63,1164
u,2413,1323
u,1036,1517
u,64,1427
u,1216,1337
u,2413,1762
u,491,60
u,658,1711
u,7,310
u,915,708
u,918,2144
u,1854,1545
u,252,1602
u,1298,79
u,1838,1277
u,1458,196
u,2126,2144
u,250,1748
u,319,1948
u,280,327
u,1138,2243
u,1410,1326
u,1382,2332
u,1025,2064
u,1958,1149
u,2247,1435
u,1068,369
u,2009,1008
u,994,856
u,86,2175
u,464,913
u,442,2121
u,576,919
u,1095,1865
u,982,1888
u,157,1536
u,1274,1788
k,607,1821
k,607,607
k,1214,1214
k,1821,1821
k,1821,607
